,CL105_NS_Run18_0815,CL146_NS_Run18_0815,CL152_NS_Run18_0815,CL154_NS_Run18_0815,CL156_NS_Run18_0815,CL162_NS_Run18_0815,CL164_NS_Run18_0815,CL167,CL172_NS_Run18_0815,CL176,CL183,CL187_NS_Run18_0815,CL191,CL196_NS_Run18_0815,CL203_NS_Run18_0815,CL213,CL214_NS_Run18_0815,CL219_NS_Run18_0815,CL228,CL236,CL240_NS_Run18_0815,CL244,CL253,CL41_NS_Run18_0815,CL50_NS_Run18_0815,CL53_NS_Run18_0815,CL56_NS_Run18_0815,CL85_NS_Run18_0815,Female-Ctrl_NS_Run18_0815,Male-Ctrl_NS_Run18_0815
hsa-mir-625,15,0,142,63,84,134,0,0,46,0,0,22,0,18,48,0,0,0,0,0,96,0,0,0,0,128,0,12,0,102
hsa-mir-342,1504,5439,6940,2876,4365,11023,3282,114,4753,97,135,686,119,3692,8090,2164,9244,242,957,0,4406,496,0,6105,3274,6050,6337,1071,5230,1954
hsa-mir-345,213,631,1647,892,1080,745,523,56,1168,14,13,337,20,365,1517,651,1290,161,221,0,1235,170,0,711,640,1022,905,379,1151,594
hsa-mir-136,5,30,20,14,0,12,7,0,132,0,12,0,0,0,147,44,62,0,20,0,7,10,0,35,0,0,55,0,147,141
hsa-mir-411,16,122,45,49,9,31,0,0,510,0,10,27,0,14,339,256,157,20,106,0,0,38,0,148,0,17,115,0,685,740
hsa-mir-654,19,158,38,92,0,35,46,0,590,6,16,24,0,11,476,366,225,14,118,0,18,18,0,205,0,29,268,0,794,795
hsa-mir-381,10,39,27,28,0,14,9,0,364,0,5,13,0,5,269,85,96,0,39,0,6,10,0,57,0,14,98,0,334,286
hsa-mir-409,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0
hsa-mir-410,10,73,43,44,0,11,10,7,316,0,8,17,0,10,290,224,139,9,44,0,10,13,0,89,0,7,144,0,410,413
hsa-mir-190a,0,15,30,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
hsa-mir-548ap,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,15,0,0,0
hsa-mir-7-2,8,26,33,25,43,23,33,0,37,0,0,0,0,14,50,9,61,0,0,0,38,9,0,48,20,52,59,12,28,25
hsa-mir-9-3,0,89,939,60,9,11,10,0,47,0,0,0,11,0,223,46,0,118,230,0,62,13,0,93,13,0,26,0,55,23
hsa-mir-193b,0,15,13,0,0,0,0,0,41,0,0,0,0,0,13,9,11,0,15,0,0,0,0,6,0,8,0,8,128,54
hsa-mir-365a,0,7,14,15,0,0,0,0,17,0,0,0,0,0,6,10,9,0,0,0,0,0,0,0,5,0,0,0,21,13
hsa-mir-484,583,1415,1076,2081,1445,2765,854,92,2669,21,48,357,42,636,2002,949,1757,133,535,0,1024,212,0,1299,855,2020,2196,275,3499,1906
hsa-mir-548w,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0
hsa-mir-138-2,0,0,1563,0,0,0,0,0,44,0,0,0,0,0,0,0,0,5,14,0,37,0,0,21,0,0,0,0,305,62
hsa-mir-140,2299,5279,9487,0,5119,7645,4363,411,0,153,161,1459,190,2854,10309,0,8905,654,1305,0,6207,866,0,6314,6468,4774,6629,2962,8227,0
hsa-mir-744,53,237,232,798,0,0,0,11,692,12,0,45,14,88,324,485,0,41,71,0,0,100,0,375,184,0,643,0,1340,1419
hsa-mir-423,1618,8035,6698,6661,7978,7425,6337,420,7157,218,194,0,115,0,6678,6575,7043,671,0,0,10303,1163,0,9808,6020,9536,9927,2572,19317,9021
hsa-mir-193a,0,38,32,0,10,29,13,0,17,0,0,10,0,12,0,11,11,0,5,0,0,0,0,14,14,16,25,11,27,26
hsa-mir-5010,0,0,18,0,12,0,0,0,19,0,0,0,0,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,18,0
hsa-mir-21,0,199505,226214,0,102810,95471,79554,9491,174927,11486,11739,47307,8249,0,151069,45608,220515,14328,21800,0,203767,26245,0,95218,89588,103058,182885,46065,0,0
hsa-mir-3615,82,138,154,0,0,0,0,10,230,13,21,0,17,0,0,0,134,27,0,0,127,0,0,191,121,0,0,0,348,0
hsa-mir-181c,372,908,1066,2017,538,536,449,69,2742,44,40,461,82,258,1441,861,2089,75,259,0,847,149,0,1288,295,629,1291,186,1727,1196
hsa-mir-181d,10,0,32,119,0,21,15,0,129,0,0,13,0,17,106,33,103,0,14,0,28,0,0,45,0,21,73,0,116,94
hsa-mir-5196,0,0,9,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,13,0,98,37
hsa-mir-769,191,1293,2304,1172,1173,1426,853,67,1720,19,18,319,24,443,1488,710,2052,138,133,0,2312,275,0,1175,1543,1471,2380,680,1377,748
hsa-mir-125a,0,477,162,0,131,0,0,0,0,0,0,0,0,76,0,228,0,15,230,0,0,64,0,0,105,0,954,0,1285,2271
hsa-mir-3681,0,0,146,0,100,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,44,35,0,0,0
hsa-mir-5000,6,14,28,0,0,16,6,0,7,0,0,0,0,9,36,0,30,0,0,0,10,0,0,10,14,10,17,7,14,6
hsa-mir-4772,0,12,6,23,0,0,0,0,0,0,0,0,0,0,26,19,23,0,0,0,12,0,0,0,0,0,6,0,0,0
hsa-mir-128-1,322,0,1725,0,0,923,0,75,0,0,0,344,0,0,0,0,1233,0,0,0,0,0,24,1592,0,1489,0,276,0,0
hsa-mir-3130-2,0,0,8,0,0,5,0,0,0,0,0,0,0,0,7,0,12,0,5,0,0,0,0,11,0,0,0,0,0,0
hsa-mir-4775,5,5,15,5,11,0,0,0,0,0,0,0,0,0,6,5,16,0,0,0,15,0,0,14,0,10,20,7,12,0
hsa-mir-26b,7510,41167,67474,32995,45689,36829,36314,1342,38615,2608,4028,6443,2153,12819,66524,11714,65269,2624,5284,41,44937,9457,184,55712,40672,42763,84222,20356,32691,13112
hsa-mir-103a-2,0,12035,25836,11682,11607,13670,7469,800,20463,173,356,3017,281,6004,17440,6220,17060,1365,2643,9,17671,2293,36,9806,7328,12104,14565,6902,18504,8714
hsa-mir-499a,10,34,58,8,76,72,35,0,22,0,0,8,0,13,19,0,40,0,10,0,46,0,0,24,40,57,42,10,23,9
hsa-mir-548o-2,5,19,21,24,16,0,0,0,34,0,0,0,0,0,31,18,34,0,0,0,0,0,0,0,0,0,48,0,57,13
hsa-mir-4326,0,10,17,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9
hsa-mir-941-1,500,1761,1761,2578,1493,1384,1254,118,3802,60,37,470,148,470,535,2172,2520,179,1050,0,987,287,0,1358,1156,896,1380,499,1501,802
hsa-mir-99a,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10
hsa-mir-155,3089,32854,63685,19654,43285,54549,28154,1234,10267,625,1211,6600,561,5511,31790,5526,71654,1749,1781,0,50916,6550,161,26257,33262,26121,84661,18190,9401,3420
hsa-mir-185,0,83,92,238,64,63,35,0,261,0,0,17,0,55,276,35,177,0,20,0,82,23,0,151,115,0,415,20,129,231
hsa-mir-301b,12,90,179,131,52,28,33,0,149,11,0,21,15,12,127,44,139,0,34,0,74,28,0,45,43,57,76,19,166,74
hsa-mir-130b,39,219,543,0,202,159,0,0,0,32,0,106,0,47,0,0,0,0,0,0,328,62,0,0,125,330,0,70,705,0
hsa-mir-3909,0,33,39,28,13,0,24,0,47,0,0,7,0,9,30,30,25,0,0,0,25,9,0,8,16,17,29,7,9,0
hsa-mir-26a-1,81556,473740,412656,228623,413362,442663,353880,14722,229835,29723,33777,62888,14927,77558,770557,133279,608067,17601,50498,481,441602,96533,1731,551992,364556,472779,847135,160961,370070,194632
hsa-mir-15b,472,1538,3336,1104,1040,701,715,140,1576,26,45,375,35,236,1457,766,1505,120,252,0,1074,249,0,836,734,1361,1274,454,1816,1011
hsa-mir-16-2,33014,44788,90493,72455,279892,175882,116236,10496,139677,7299,8078,34153,5475,22767,203626,67677,262065,15013,27907,14,149567,25363,430,193074,100438,172777,330204,71842,204074,55353
hsa-mir-28,3225,19318,34580,19518,22215,55129,19596,884,22061,2351,1266,4706,1046,9434,39969,12706,51236,1075,3363,28,28720,6683,113,32365,34784,20300,30427,13018,28717,11376
hsa-mir-944,0,0,22,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12
hsa-mir-574,50,233,487,169,371,248,323,23,226,0,12,0,0,89,299,145,228,33,84,0,217,35,0,206,338,223,396,109,137,63
hsa-mir-576,67,77,92,61,90,117,0,0,0,0,0,37,5,64,255,0,167,16,19,0,0,0,0,141,112,86,168,38,0,0
hsa-mir-577,103,513,819,155,413,0,0,15,207,0,0,76,0,104,721,76,0,20,45,0,781,61,0,323,443,598,731,234,531,159
hsa-mir-3688-2,0,0,7,6,9,11,0,0,0,0,0,0,0,0,7,0,10,0,0,0,9,0,0,0,9,17,7,0,0,5
hsa-mir-5706,0,0,7,0,0,0,0,0,5,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,7,9,0,0,0
hsa-mir-143,3862,3301,10939,13377,5161,0,4628,67,8119,131,32,1108,0,1897,0,4258,0,0,0,0,0,0,0,2995,3100,795,0,450,0,0
hsa-mir-145,0,0,17,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
hsa-mir-378a,886,4450,8820,4558,5972,1496,2074,104,6746,388,331,1664,494,719,2688,3898,7102,325,711,0,7770,1104,22,3785,2134,5491,7158,5108,8407,3322
hsa-mir-1294,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10
hsa-mir-146a,1591,1982,3412,10006,26107,3547,1931,205,8159,299,65,549,190,718,9341,4362,17344,57,1492,0,2178,1072,0,5690,5566,5912,9764,605,10825,17412
hsa-mir-1271,13,45,19,0,58,117,52,0,18,0,0,0,0,23,63,11,58,0,0,0,23,0,0,66,0,39,113,0,0,0
hsa-mir-219-1,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
hsa-mir-550a-1,32,49,47,16,49,53,26,0,26,0,0,11,0,0,75,21,43,0,0,0,40,8,0,19,15,78,0,6,55,21
hsa-mir-590,75,338,289,106,345,264,246,16,206,12,15,32,11,57,375,37,436,19,40,0,318,33,0,180,255,283,223,73,249,64
hsa-mir-335,0,384,538,0,501,183,344,0,261,16,0,0,16,0,936,101,0,0,0,0,481,288,0,278,503,358,0,154,0,0
hsa-mir-671,22,218,167,160,142,226,105,0,122,10,7,34,8,44,115,128,243,25,28,0,218,31,0,273,163,196,365,69,371,265
hsa-mir-4662a,13,33,19,29,9,53,57,0,47,0,0,0,0,0,43,17,51,0,12,0,48,15,0,58,70,23,24,42,118,54
hsa-mir-101-2,13062,48226,100256,26416,57674,52201,40573,3266,48595,3543,3917,10294,2041,24443,99269,5016,93397,4825,8894,152,78615,8442,715,55498,47764,59498,53792,29087,37394,8064
hsa-mir-23b,529,845,1712,0,1073,743,0,98,1006,51,0,567,33,494,1904,0,1965,109,278,0,1012,0,0,1305,0,1322,0,323,0,0
hsa-mir-27b,3498,12190,61986,13984,16328,11104,8752,1594,11931,1160,677,4791,1399,3426,21056,7389,39655,1592,2647,23,45869,2437,136,15262,27399,17365,30150,16797,17269,10531
hsa-mir-24-1,388,954,2502,1830,1499,1189,1143,106,1888,50,69,377,82,588,1592,750,2735,94,352,0,1097,220,0,1465,1120,1260,1649,0,828,832
hsa-mir-181a-2,6220,38087,18301,86982,11067,13847,12258,2029,130514,970,1000,13501,2664,7578,64038,101887,63942,2282,10549,12,30420,13222,55,81122,10544,33147,70642,4299,245721,93769
hsa-mir-181b-2,0,1535,651,2779,344,778,415,64,4395,33,35,500,132,345,2208,4057,2224,105,428,0,1265,614,0,2429,452,1045,2056,160,6780,2388
hsa-mir-126,1291,15844,1922,32262,256,1921,1485,210,23436,569,351,2428,268,3563,10363,4674,18084,546,10323,0,380,1322,10,6267,390,7282,28120,192,47739,32225
hsa-mir-651,8,72,84,15,44,32,15,0,18,0,0,0,0,11,43,0,71,0,0,0,35,0,0,17,32,50,36,12,38,10
hsa-mir-188,0,0,5,0,0,0,0,0,6,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0
hsa-mir-500a,92,488,671,631,343,426,353,30,1044,12,18,121,38,121,466,530,805,30,83,0,456,111,0,475,454,624,340,223,513,292
hsa-mir-362,0,0,100,64,0,0,0,6,76,0,0,0,0,41,53,12,104,0,14,0,40,7,0,0,0,0,27,0,0,12
hsa-mir-501,49,119,93,92,107,0,80,0,93,0,0,23,0,42,63,102,193,10,21,0,68,0,0,154,139,245,80,26,60,55
hsa-mir-500b,0,0,15,0,9,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,10,0,0,0,0
hsa-mir-660,281,1028,2127,433,1110,1552,789,83,1641,0,126,318,55,463,1053,342,1608,174,138,0,935,240,0,829,997,1460,281,649,656,160
hsa-mir-502,33,165,185,138,135,197,105,0,276,0,0,48,0,48,143,134,262,10,0,0,147,30,0,146,176,223,67,65,143,38
hsa-mir-652,122,151,147,0,100,623,96,12,0,6,0,36,0,126,257,156,223,26,90,0,139,12,0,274,126,270,0,56,550,192
hsa-mir-1277,30,167,167,157,141,27,105,9,184,0,0,35,0,37,188,16,172,20,49,0,128,5,0,52,64,117,80,56,269,55
hsa-mir-664b,16,30,58,14,59,26,22,0,49,0,0,10,0,19,55,18,72,0,7,0,37,10,0,23,63,28,50,29,23,0
hsa-mir-34a,0,33,816,62,119,0,48,34,138,18,25,58,10,0,245,23,210,15,72,0,525,0,0,0,6,57,0,119,0,12
hsa-mir-3605,0,10,11,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,13,0,0,10,0,11,12,0,0,0
hsa-mir-186,2239,21718,23036,11594,19383,34286,12119,535,16374,1085,875,1803,1028,4238,22972,5980,31634,504,1518,12,24991,4608,24,18337,13830,19392,29130,7898,23593,8851
hsa-mir-190b,0,8,7,29,18,21,8,0,30,0,0,0,0,7,38,7,30,0,0,0,7,0,0,0,11,6,11,8,14,0
hsa-mir-1295a,25,164,149,29,214,208,134,6,66,0,8,0,0,12,286,36,231,10,6,0,140,19,0,149,313,122,230,95,6,0
hsa-mir-199a-2,197,1328,511,2887,247,258,317,27,2660,56,25,245,35,369,1225,935,889,66,283,0,197,222,0,640,257,360,2296,117,6009,3005
hsa-mir-29c,1566,3254,4876,1081,6614,9096,2050,177,2125,114,59,1084,89,3045,3885,482,13998,0,1009,0,0,0,0,6643,4492,6181,6181,691,5898,1255
hsa-mir-29b-2,0,1729,4395,820,4070,0,1179,82,1706,0,51,420,0,1367,3684,0,3999,106,0,0,2818,0,0,0,0,2692,0,753,0,0
hsa-mir-215,0,79,80,0,0,0,0,5,0,0,0,13,0,0,0,0,0,7,0,0,78,8,0,63,80,0,78,39,0,0
hsa-mir-194-1,143,443,289,166,204,372,196,26,250,7,6,72,10,70,270,154,624,30,45,0,356,39,0,187,166,470,220,122,375,85
hsa-mir-664a,133,344,739,203,410,599,382,48,329,6,6,50,5,92,221,191,825,22,37,0,508,80,0,310,928,453,777,198,508,181
hsa-mir-107,1721,3536,7904,3101,3937,6777,2177,329,5493,63,111,1192,70,2583,5117,1768,5201,606,928,0,5788,555,13,4120,2493,5498,4250,2239,5636,2689
hsa-mir-1307,1138,2002,2562,2502,1611,558,1793,207,2686,51,72,1187,28,1974,4638,151,3130,322,416,0,1896,68,0,968,1301,3556,1607,342,2892,666
hsa-mir-4482,0,0,7,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,18,0,14,0
hsa-mir-2110,0,42,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,34,0,0,0,40,0,0,0,0,0
hsa-mir-210,0,116,300,136,164,0,72,10,168,12,11,34,0,65,171,22,198,29,51,0,157,12,0,111,85,0,110,75,169,60
hsa-mir-192,5049,14599,12148,6842,7494,12682,7592,763,8149,470,272,4060,308,3688,11571,3871,26598,1367,1539,6,11558,1323,24,10349,7351,16838,14898,3830,8555,4360
hsa-mir-1291,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
hsa-mir-616,0,36,34,0,29,68,21,0,16,0,0,11,0,0,64,29,41,0,0,0,54,0,0,54,36,47,54,11,46,16
hsa-mir-618,0,6,16,22,9,0,0,0,0,0,0,0,0,10,15,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3613,0,0,20,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7
hsa-mir-15a,2856,860,633,3928,24985,15246,10037,1309,13980,781,855,5790,441,2760,22407,4939,19807,3691,3440,0,14557,1617,87,28819,6503,16870,42135,5557,22436,4246
hsa-mir-151b,966,12126,377,7771,52,2717,234,18,7195,320,240,902,155,6056,17009,2969,3173,727,3767,0,136,234,31,8996,215,2024,4947,15,19763,11797
hsa-mir-3942,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
hsa-mir-627,0,14,13,0,17,0,6,0,0,0,0,0,0,0,0,0,21,0,0,0,22,0,0,14,13,26,17,0,0,6
hsa-mir-628,26,43,54,77,39,26,22,0,80,0,0,16,0,5,48,51,46,0,6,0,35,5,0,47,30,46,57,14,76,41
hsa-mir-2116,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-629,41,27,172,35,105,36,42,7,68,0,0,24,0,46,60,33,109,0,10,0,23,16,0,45,95,150,97,44,135,66
hsa-mir-328,0,73,58,0,82,72,41,0,0,0,0,5,5,42,31,0,55,0,0,0,58,0,0,73,71,39,146,8,202,0
hsa-mir-1910,0,9,8,0,11,0,12,0,7,0,0,0,0,0,6,9,0,7,0,0,13,0,0,8,9,6,9,0,23,19
hsa-mir-22,15132,28422,44021,65426,34828,11971,16563,2045,62733,1711,1350,11945,2260,9521,42739,41259,60530,2329,9542,9,38797,10476,46,40004,16230,53097,71938,10149,91124,58225
hsa-mir-132,34,44,70,115,42,43,27,0,115,0,0,16,6,17,80,122,121,10,21,0,59,21,0,65,33,74,69,24,113,55
hsa-mir-212,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
hsa-mir-195,111,68,116,174,362,468,105,7,82,0,0,20,0,106,322,31,586,9,23,0,193,23,0,260,280,300,240,50,183,0
hsa-mir-497,33,23,40,35,0,0,25,0,0,0,0,10,0,0,93,0,137,0,7,0,93,0,0,0,61,79,0,0,0,0
hsa-mir-324,41,25,116,54,0,0,28,0,92,0,0,0,0,61,108,42,81,11,20,0,55,0,0,38,58,56,59,43,62,0
hsa-mir-144,7578,0,24,0,24,0,106,33,313,36,0,36,0,51,514,0,1542,21,43,0,13,0,0,0,39,9707,0,0,0,0
hsa-mir-152,0,0,31,24,7,0,0,0,28,0,0,0,0,13,51,0,28,0,8,0,15,8,0,0,0,0,16,0,0,0
hsa-mir-10a,563,1181,692,2972,844,2224,589,134,5830,143,146,551,311,383,7005,6916,9298,113,1101,0,1165,662,0,3287,466,1084,2730,230,6224,7330
hsa-mir-3614,9,6,11,35,13,7,8,0,26,0,0,0,0,6,0,29,10,0,0,0,0,0,0,10,6,0,6,0,12,11
hsa-mir-142,54319,180102,235604,122768,246288,0,120035,6232,143632,0,6293,43638,4228,64383,233874,0,402117,11262,32717,0,237568,0,469,0,170567,317963,0,79190,356210,0
hsa-mir-454,129,625,854,334,405,508,268,33,752,17,8,131,40,146,544,285,625,32,74,0,621,138,0,349,232,470,509,158,866,280
hsa-mir-301a,174,506,881,853,326,265,230,23,1273,24,14,127,38,126,751,268,649,20,65,0,500,164,0,302,255,433,661,114,1096,588
hsa-mir-4524a,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-338,20,90,218,208,704,28,85,30,279,5,13,23,6,151,141,293,641,211,134,0,273,34,0,676,32,22,625,193,209,60
hsa-mir-1270-1,0,13,15,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-330,8,98,71,80,76,50,61,0,103,0,5,16,0,15,82,26,106,9,18,0,100,12,0,70,60,71,92,34,135,36
hsa-mir-150,52719,196742,132863,38283,162833,199962,105004,8816,179924,4781,3166,23894,1372,105242,228539,70245,150228,15009,39321,77,131186,15285,419,176364,218440,174578,169078,32342,121152,30910
hsa-mir-1301,0,22,27,24,12,22,15,0,27,0,0,0,0,0,17,12,20,0,0,0,19,0,0,24,12,28,33,0,31,26
hsa-mir-6513,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,5,0,13,5
hsa-mir-375,7,0,14,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,6,5,0,0,6
hsa-mir-5001,6,0,10,0,12,19,0,0,12,0,0,0,0,0,9,0,18,0,0,0,14,0,0,11,10,23,10,6,15,0
hsa-mir-2467,9,10,18,30,8,0,7,0,45,0,0,14,0,8,13,0,25,0,0,0,10,0,0,12,10,19,18,0,7,11
hsa-mir-296,9,18,52,5,30,21,0,0,19,0,0,0,0,0,0,0,9,0,0,0,41,0,0,7,38,31,0,0,25,0
hsa-mir-659,6,42,94,34,44,33,22,0,43,0,0,8,0,9,60,12,84,0,0,0,51,0,0,61,29,59,66,16,35,22
hsa-mir-191,9544,49334,83685,77411,52210,36550,32990,1625,64493,1639,1965,7301,2225,15259,50167,34054,123944,1929,11282,14,49361,11080,38,57129,49780,57960,117417,19610,74696,77989
hsa-mir-1255a,0,7,11,0,0,0,0,0,7,0,0,0,0,0,18,0,0,0,0,0,0,0,0,9,0,8,0,0,23,0
hsa-mir-582,0,0,176,277,79,0,0,0,337,6,0,48,0,0,109,37,215,0,30,0,19,0,0,45,66,0,25,0,0,74
